EnglishDate,NepaliDate,Max,Min,Wind,Rain,Humidity,Cloud,Pressure
19/01/2010,5/10/2066,18 °c,8 °c,12 km/hSE,0.0 mm,36%,10%,1013 mb
19/01/2011,5/10/2067,15 °c,4 °c,7 km/hSSE,0.5 mm,48%,42%,1015 mb
19/01/2012,5/10/2068,11 °c,2 °c,7 km/hESE,0.1 mm,48%,3%,1011 mb
19/01/2013,6/10/2069,17 °c,7 °c,7 km/hE,0.0 mm,44%,1%,1020 mb
19/01/2014,5/10/2070,13 °c,2 °c,6 km/hE,0.0 mm,31%,0%,1018 mb
19/01/2015,5/10/2071,10 °c,2 °c,3 km/hSSW,5.5 mm,55%,38%,1014 mb
19/01/2016,5/10/2072,16 °c,6 °c,5 km/hSSW,5.4 mm,48%,18%,1019 mb
19/01/2017,6/10/2073,14 °c,2 °c,4 km/hWSW,0.9 mm,42%,10%,1013 mb
19/01/2018,5/10/2074,17 °c,4 °c,8 km/hWNW,2.7 mm,59%,11%,1011 mb
19/01/2019,5/10/2075,12 °c,2 °c,6 km/hWSW,9.6 mm,69%,35%,1015 mb
19/01/2020,5/10/2076,23 °c,11 °c,7 km/hSSW,3.6 mm,52%,56%,1015 mb
19/01/2021,6/10/2077,26 °c,12 °c,8 km/hS,0.0 mm,19%,0%,1015 mb
19/01/2022,5/10/2078,25 °c,12 °c,10 km/hWSW,0.0 mm,42%,11%,1015 mb
19/01/2023,5/10/2079,31 °c,15 °c,10 km/hWSW,0.0 mm,27%,2%,1017 mb
20/01/2009,7/10/2065,19 °c,6 °c,9 km/hS,0.0 mm,51%,2%,1014 mb
20/01/2010,6/10/2066,18 °c,8 °c,12 km/hSE,0.0 mm,36%,10%,1013 mb
20/01/2011,6/10/2067,15 °c,4 °c,7 km/hSSE,0.5 mm,48%,42%,1015 mb
20/01/2012,6/10/2068,11 °c,2 °c,7 km/hESE,0.1 mm,48%,3%,1011 mb
20/01/2013,7/10/2069,17 °c,7 °c,7 km/hE,0.0 mm,44%,1%,1020 mb
20/01/2014,6/10/2070,13 °c,2 °c,6 km/hE,0.0 mm,31%,0%,1018 mb
20/01/2015,6/10/2071,10 °c,2 °c,3 km/hSSW,5.5 mm,55%,38%,1014 mb
20/01/2016,6/10/2072,16 °c,6 °c,5 km/hSSW,5.4 mm,48%,18%,1019 mb
20/01/2017,7/10/2073,14 °c,2 °c,4 km/hWSW,0.9 mm,42%,10%,1013 mb
20/01/2018,6/10/2074,17 °c,4 °c,8 km/hWNW,2.7 mm,59%,11%,1011 mb
20/01/2019,6/10/2075,12 °c,2 °c,6 km/hWSW,9.6 mm,69%,35%,1015 mb
20/01/2020,6/10/2076,23 °c,11 °c,7 km/hSSW,3.6 mm,52%,56%,1015 mb
20/01/2021,7/10/2077,26 °c,12 °c,8 km/hS,0.0 mm,19%,0%,1015 mb
20/01/2022,6/10/2078,25 °c,12 °c,10 km/hWSW,0.0 mm,42%,11%,1015 mb
20/01/2023,6/10/2079,31 °c,15 °c,10 km/hWSW,0.0 mm,27%,2%,1017 mb
21/01/2009,8/10/2065,19 °c,6 °c,9 km/hS,0.0 mm,51%,2%,1014 mb
21/01/2010,7/10/2066,18 °c,8 °c,12 km/hSE,0.0 mm,36%,10%,1013 mb
21/01/2011,7/10/2067,15 °c,4 °c,7 km/hSSE,0.5 mm,48%,42%,1015 mb
21/01/2012,7/10/2068,11 °c,2 °c,7 km/hESE,0.1 mm,48%,3%,1011 mb
21/01/2013,8/10/2069,17 °c,7 °c,7 km/hE,0.0 mm,44%,1%,1020 mb
21/01/2014,7/10/2070,13 °c,2 °c,6 km/hE,0.0 mm,31%,0%,1018 mb
21/01/2015,7/10/2071,10 °c,2 °c,3 km/hSSW,5.5 mm,55%,38%,1014 mb
21/01/2016,7/10/2072,16 °c,6 °c,5 km/hSSW,5.4 mm,48%,18%,1019 mb
21/01/2017,8/10/2073,14 °c,2 °c,4 km/hWSW,0.9 mm,42%,10%,1013 mb
21/01/2018,7/10/2074,17 °c,4 °c,8 km/hWNW,2.7 mm,59%,11%,1011 mb
21/01/2019,7/10/2075,12 °c,2 °c,6 km/hWSW,9.6 mm,69%,35%,1015 mb
21/01/2020,7/10/2076,23 °c,11 °c,7 km/hSSW,3.6 mm,52%,56%,1015 mb
21/01/2021,8/10/2077,26 °c,12 °c,8 km/hS,0.0 mm,19%,0%,1015 mb
21/01/2022,7/10/2078,25 °c,12 °c,10 km/hWSW,0.0 mm,42%,11%,1015 mb
21/01/2023,7/10/2079,31 °c,15 °c,10 km/hWSW,0.0 mm,27%,2%,1017 mb
22/01/2009,9/10/2065,19 °c,6 °c,9 km/hS,0.0 mm,51%,2%,1014 mb
22/01/2010,8/10/2066,18 °c,8 °c,12 km/hSE,0.0 mm,36%,10%,1013 mb
22/01/2011,8/10/2067,15 °c,4 °c,7 km/hSSE,0.5 mm,48%,42%,1015 mb
22/01/2012,8/10/2068,11 °c,2 °c,7 km/hESE,0.1 mm,48%,3%,1011 mb
22/01/2013,9/10/2069,17 °c,7 °c,7 km/hE,0.0 mm,44%,1%,1020 mb
22/01/2014,8/10/2070,13 °c,2 °c,6 km/hE,0.0 mm,31%,0%,1018 mb
22/01/2015,8/10/2071,10 °c,2 °c,3 km/hSSW,5.5 mm,55%,38%,1014 mb
22/01/2016,8/10/2072,16 °c,6 °c,5 km/hSSW,5.4 mm,48%,18%,1019 mb
22/01/2017,9/10/2073,14 °c,2 °c,4 km/hWSW,0.9 mm,42%,10%,1013 mb
22/01/2018,8/10/2074,17 °c,4 °c,8 km/hWNW,2.7 mm,59%,11%,1011 mb
22/01/2019,8/10/2075,12 °c,2 °c,6 km/hWSW,9.6 mm,69%,35%,1015 mb
22/01/2020,8/10/2076,23 °c,11 °c,7 km/hSSW,3.6 mm,52%,56%,1015 mb
22/01/2021,9/10/2077,26 °c,12 °c,8 km/hS,0.0 mm,19%,0%,1015 mb
22/01/2022,8/10/2078,25 °c,12 °c,10 km/hWSW,0.0 mm,42%,11%,1015 mb
22/01/2023,8/10/2079,31 °c,15 °c,10 km/hWSW,0.0 mm,27%,2%,1017 mb
23/01/2009,10/10/2065,19 °c,6 °c,9 km/hS,0.0 mm,51%,2%,1014 mb
23/01/2010,9/10/2066,18 °c,8 °c,12 km/hSE,0.0 mm,36%,10%,1013 mb
23/01/2011,9/10/2067,15 °c,4 °c,7 km/hSSE,0.5 mm,48%,42%,1015 mb
23/01/2012,9/10/2068,11 °c,2 °c,7 km/hESE,0.1 mm,48%,3%,1011 mb
23/01/2013,10/10/2069,17 °c,7 °c,7 km/hE,0.0 mm,44%,1%,1020 mb
23/01/2014,9/10/2070,13 °c,2 °c,6 km/hE,0.0 mm,31%,0%,1018 mb
23/01/2015,9/10/2071,10 °c,2 °c,3 km/hSSW,5.5 mm,55%,38%,1014 mb
23/01/2016,9/10/2072,16 °c,6 °c,5 km/hSSW,5.4 mm,48%,18%,1019 mb
23/01/2017,10/10/2073,14 °c,2 °c,4 km/hWSW,0.9 mm,42%,10%,1013 mb
23/01/2018,9/10/2074,17 °c,4 °c,8 km/hWNW,2.7 mm,59%,11%,1011 mb
23/01/2019,9/10/2075,12 °c,2 °c,6 km/hWSW,9.6 mm,69%,35%,1015 mb
23/01/2020,9/10/2076,23 °c,11 °c,7 km/hSSW,3.6 mm,52%,56%,1015 mb
23/01/2021,10/10/2077,26 °c,12 °c,8 km/hS,0.0 mm,19%,0%,1015 mb
23/01/2022,9/10/2078,25 °c,12 °c,10 km/hWSW,0.0 mm,42%,11%,1015 mb
23/01/2023,9/10/2079,31 °c,15 °c,10 km/hWSW,0.0 mm,27%,2%,1017 mb
24/01/2009,11/10/2065,19 °c,6 °c,9 km/hS,0.0 mm,51%,2%,1014 mb
24/01/2010,10/10/2066,18 °c,8 °c,12 km/hSE,0.0 mm,36%,10%,1013 mb
24/01/2011,10/10/2067,15 °c,4 °c,7 km/hSSE,0.5 mm,48%,42%,1015 mb
24/01/2012,10/10/2068,11 °c,2 °c,7 km/hESE,0.1 mm,48%,3%,1011 mb
24/01/2013,11/10/2069,17 °c,7 °c,7 km/hE,0.0 mm,44%,1%,1020 mb
24/01/2014,10/10/2070,13 °c,2 °c,6 km/hE,0.0 mm,31%,0%,1018 mb
24/01/2015,10/10/2071,10 °c,2 °c,3 km/hSSW,5.5 mm,55%,38%,1014 mb
24/01/2016,10/10/2072,16 °c,6 °c,5 km/hSSW,5.4 mm,48%,18%,1019 mb
24/01/2017,11/10/2073,14 °c,2 °c,4 km/hWSW,0.9 mm,42%,10%,1013 mb
24/01/2018,10/10/2074,17 °c,4 °c,8 km/hWNW,2.7 mm,59%,11%,1011 mb
24/01/2019,10/10/2075,12 °c,2 °c,6 km/hWSW,9.6 mm,69%,35%,1015 mb
24/01/2020,10/10/2076,23 °c,11 °c,7 km/hSSW,3.6 mm,52%,56%,1015 mb
24/01/2021,11/10/2077,26 °c,12 °c,8 km/hS,0.0 mm,19%,0%,1015 mb
24/01/2022,10/10/2078,25 °c,12 °c,10 km/hWSW,0.0 mm,42%,11%,1015 mb
24/01/2023,10/10/2079,31 °c,15 °c,10 km/hWSW,0.0 mm,27%,2%,1017 mb
25/01/2009,12/10/2065,19 °c,6 °c,9 km/hS,0.0 mm,51%,2%,1014 mb
25/01/2010,11/10/2066,18 °c,8 °c,12 km/hSE,0.0 mm,36%,10%,1013 mb
25/01/2011,11/10/2067,15 °c,4 °c,7 km/hSSE,0.5 mm,48%,42%,1015 mb
25/01/2012,11/10/2068,11 °c,2 °c,7 km/hESE,0.1 mm,48%,3%,1011 mb
25/01/2013,12/10/2069,17 °c,7 °c,7 km/hE,0.0 mm,44%,1%,1020 mb
25/01/2014,11/10/2070,13 °c,2 °c,6 km/hE,0.0 mm,31%,0%,1018 mb
25/01/2015,11/10/2071,10 °c,2 °c,3 km/hSSW,5.5 mm,55%,38%,1014 mb
25/01/2016,11/10/2072,16 °c,6 °c,5 km/hSSW,5.4 mm,48%,18%,1019 mb
25/01/2017,12/10/2073,14 °c,2 °c,4 km/hWSW,0.9 mm,42%,10%,1013 mb
25/01/2018,11/10/2074,17 °c,4 °c,8 km/hWNW,2.7 mm,59%,11%,1011 mb
25/01/2019,11/10/2075,12 °c,2 °c,6 km/hWSW,9.6 mm,69%,35%,1015 mb
25/01/2020,11/10/2076,23 °c,11 °c,7 km/hSSW,3.6 mm,52%,56%,1015 mb
25/01/2021,12/10/2077,26 °c,12 °c,8 km/hS,0.0 mm,19%,0%,1015 mb
25/01/2022,11/10/2078,25 °c,12 °c,10 km/hWSW,0.0 mm,42%,11%,1015 mb
25/01/2023,11/10/2079,31 °c,15 °c,10 km/hWSW,0.0 mm,27%,2%,1017 mb
26/01/2009,13/10/2065,19 °c,6 °c,9 km/hS,0.0 mm,51%,2%,1014 mb
26/01/2010,12/10/2066,18 °c,8 °c,12 km/hSE,0.0 mm,36%,10%,1013 mb
26/01/2011,12/10/2067,15 °c,4 °c,7 km/hSSE,0.5 mm,48%,42%,1015 mb
26/01/2012,12/10/2068,11 °c,2 °c,7 km/hESE,0.1 mm,48%,3%,1011 mb
26/01/2013,13/10/2069,17 °c,7 °c,7 km/hE,0.0 mm,44%,1%,1020 mb
26/01/2014,12/10/2070,13 °c,2 °c,6 km/hE,0.0 mm,31%,0%,1018 mb
26/01/2015,12/10/2071,10 °c,2 °c,3 km/hSSW,5.5 mm,55%,38%,1014 mb
26/01/2016,12/10/2072,16 °c,6 °c,5 km/hSSW,5.4 mm,48%,18%,1019 mb
26/01/2017,13/10/2073,14 °c,2 °c,4 km/hWSW,0.9 mm,42%,10%,1013 mb
26/01/2018,12/10/2074,17 °c,4 °c,8 km/hWNW,2.7 mm,59%,11%,1011 mb
26/01/2019,12/10/2075,12 °c,2 °c,6 km/hWSW,9.6 mm,69%,35%,1015 mb
26/01/2020,12/10/2076,23 °c,11 °c,7 km/hSSW,3.6 mm,52%,56%,1015 mb
26/01/2021,13/10/2077,26 °c,12 °c,8 km/hS,0.0 mm,19%,0%,1015 mb
26/01/2022,12/10/2078,25 °c,12 °c,10 km/hWSW,0.0 mm,42%,11%,1015 mb
26/01/2023,12/10/2079,31 °c,15 °c,10 km/hWSW,0.0 mm,27%,2%,1017 mb
27/01/2009,14/10/2065,19 °c,6 °c,9 km/hS,0.0 mm,51%,2%,1014 mb
27/01/2010,13/10/2066,18 °c,8 °c,12 km/hSE,0.0 mm,36%,10%,1013 mb
27/01/2011,13/10/2067,15 °c,4 °c,7 km/hSSE,0.5 mm,48%,42%,1015 mb
27/01/2012,13/10/2068,11 °c,2 °c,7 km/hESE,0.1 mm,48%,3%,1011 mb
27/01/2013,14/10/2069,17 °c,7 °c,7 km/hE,0.0 mm,44%,1%,1020 mb
27/01/2014,13/10/2070,13 °c,2 °c,6 km/hE,0.0 mm,31%,0%,1018 mb
27/01/2015,13/10/2071,10 °c,2 °c,3 km/hSSW,5.5 mm,55%,38%,1014 mb
27/01/2016,13/10/2072,16 °c,6 °c,5 km/hSSW,5.4 mm,48%,18%,1019 mb
27/01/2017,14/10/2073,14 °c,2 °c,4 km/hWSW,0.9 mm,42%,10%,1013 mb
27/01/2018,13/10/2074,17 °c,4 °c,8 km/hWNW,2.7 mm,59%,11%,1011 mb
27/01/2019,13/10/2075,12 °c,2 °c,6 km/hWSW,9.6 mm,69%,35%,1015 mb
27/01/2020,13/10/2076,23 °c,11 °c,7 km/hSSW,3.6 mm,52%,56%,1015 mb
27/01/2021,14/10/2077,26 °c,12 °c,8 km/hS,0.0 mm,19%,0%,1015 mb
27/01/2022,13/10/2078,25 °c,12 °c,10 km/hWSW,0.0 mm,42%,11%,1015 mb
27/01/2023,13/10/2079,31 °c,15 °c,10 km/hWSW,0.0 mm,27%,2%,1017 mb
28/01/2009,15/10/2065,19 °c,6 °c,9 km/hS,0.0 mm,51%,2%,1014 mb
28/01/2010,14/10/2066,18 °c,8 °c,12 km/hSE,0.0 mm,36%,10%,1013 mb
28/01/2011,14/10/2067,15 °c,4 °c,7 km/hSSE,0.5 mm,48%,42%,1015 mb
28/01/2012,14/10/2068,11 °c,2 °c,7 km/hESE,0.1 mm,48%,3%,1011 mb
28/01/2013,15/10/2069,17 °c,7 °c,7 km/hE,0.0 mm,44%,1%,1020 mb
28/01/2014,14/10/2070,13 °c,2 °c,6 km/hE,0.0 mm,31%,0%,1018 mb
28/01/2015,14/10/2071,10 °c,2 °c,3 km/hSSW,5.5 mm,55%,38%,1014 mb
28/01/2016,14/10/2072,16 °c,6 °c,5 km/hSSW,5.4 mm,48%,18%,1019 mb
28/01/2017,15/10/2073,14 °c,2 °c,4 km/hWSW,0.9 mm,42%,10%,1013 mb
28/01/2018,14/10/2074,17 °c,4 °c,8 km/hWNW,2.7 mm,59%,11%,1011 mb
28/01/2019,14/10/2075,12 °c,2 °c,6 km/hWSW,9.6 mm,69%,35%,1015 mb
28/01/2020,14/10/2076,23 °c,11 °c,7 km/hSSW,3.6 mm,52%,56%,1015 mb
28/01/2021,15/10/2077,26 °c,12 °c,8 km/hS,0.0 mm,19%,0%,1015 mb
28/01/2022,14/10/2078,25 °c,12 °c,10 km/hWSW,0.0 mm,42%,11%,1015 mb
28/01/2023,14/10/2079,31 °c,15 °c,10 km/hWSW,0.0 mm,27%,2%,1017 mb
29/01/2009,16/10/2065,19 °c,6 °c,9 km/hS,0.0 mm,51%,2%,1014 mb
29/01/2010,15/10/2066,18 °c,8 °c,12 km/hSE,0.0 mm,36%,10%,1013 mb
29/01/2011,15/10/2067,15 °c,4 °c,7 km/hSSE,0.5 mm,48%,42%,1015 mb
29/01/2012,15/10/2068,11 °c,2 °c,7 km/hESE,0.1 mm,48%,3%,1011 mb
29/01/2013,16/10/2069,17 °c,7 °c,7 km/hE,0.0 mm,44%,1%,1020 mb
29/01/2014,15/10/2070,13 °c,2 °c,6 km/hE,0.0 mm,31%,0%,1018 mb
29/01/2015,15/10/2071,10 °c,2 °c,3 km/hSSW,5.5 mm,55%,38%,1014 mb
29/01/2016,15/10/2072,16 °c,6 °c,5 km/hSSW,5.4 mm,48%,18%,1019 mb
29/01/2017,16/10/2073,14 °c,2 °c,4 km/hWSW,0.9 mm,42%,10%,1013 mb
29/01/2018,15/10/2074,17 °c,4 °c,8 km/hWNW,2.7 mm,59%,11%,1011 mb
29/01/2019,15/10/2075,12 °c,2 °c,6 km/hWSW,9.6 mm,69%,35%,1015 mb
29/01/2020,15/10/2076,23 °c,11 °c,7 km/hSSW,3.6 mm,52%,56%,1015 mb
29/01/2021,16/10/2077,26 °c,12 °c,8 km/hS,0.0 mm,19%,0%,1015 mb
29/01/2022,15/10/2078,25 °c,12 °c,10 km/hWSW,0.0 mm,42%,11%,1015 mb
29/01/2023,15/10/2079,31 °c,15 °c,10 km/hWSW,0.0 mm,27%,2%,1017 mb
30/01/2009,17/10/2065,19 °c,6 °c,9 km/hS,0.0 mm,51%,2%,1014 mb
30/01/2010,16/10/2066,18 °c,8 °c,12 km/hSE,0.0 mm,36%,10%,1013 mb
30/01/2011,16/10/2067,15 °c,4 °c,7 km/hSSE,0.5 mm,48%,42%,1015 mb
30/01/2012,16/10/2068,11 °c,2 °c,7 km/hESE,0.1 mm,48%,3%,1011 mb
30/01/2013,17/10/2069,17 °c,7 °c,7 km/hE,0.0 mm,44%,1%,1020 mb
30/01/2014,16/10/2070,13 °c,2 °c,6 km/hE,0.0 mm,31%,0%,1018 mb
30/01/2015,16/10/2071,10 °c,2 °c,3 km/hSSW,5.5 mm,55%,38%,1014 mb
30/01/2016,16/10/2072,16 °c,6 °c,5 km/hSSW,5.4 mm,48%,18%,1019 mb
30/01/2017,17/10/2073,14 °c,2 °c,4 km/hWSW,0.9 mm,42%,10%,1013 mb
30/01/2018,16/10/2074,17 °c,4 °c,8 km/hWNW,2.7 mm,59%,11%,1011 mb
30/01/2019,16/10/2075,12 °c,2 °c,6 km/hWSW,9.6 mm,69%,35%,1015 mb
30/01/2020,16/10/2076,23 °c,11 °c,7 km/hSSW,3.6 mm,52%,56%,1015 mb
30/01/2021,17/10/2077,26 °c,12 °c,8 km/hS,0.0 mm,19%,0%,1015 mb
30/01/2022,16/10/2078,25 °c,12 °c,10 km/hWSW,0.0 mm,42%,11%,1015 mb
30/01/2023,16/10/2079,31 °c,15 °c,10 km/hWSW,0.0 mm,27%,2%,1017 mb
1/1/2009,17/09/2065,19 °c,6 °c,9 km/hS,0.0 mm,51%,2%,1014 mb
1/1/2010,17/09/2066,18 °c,8 °c,12 km/hSE,0.0 mm,36%,10%,1013 mb
1/1/2011,17/09/2067,15 °c,4 °c,7 km/hSSE,0.5 mm,48%,42%,1015 mb
1/1/2012,17/09/2068,11 °c,2 °c,7 km/hESE,0.1 mm,48%,3%,1011 mb
1/1/2013,17/09/2069,17 °c,7 °c,7 km/hE,0.0 mm,44%,1%,1020 mb
1/1/2014,17/09/2070,13 °c,2 °c,6 km/hE,0.0 mm,31%,0%,1018 mb
1/1/2015,17/09/2071,10 °c,2 °c,3 km/hSSW,5.5 mm,55%,38%,1014 mb
1/1/2016,17/09/2072,16 °c,6 °c,5 km/hSSW,5.4 mm,48%,18%,1019 mb
1/1/2017,17/09/2073,14 °c,2 °c,4 km/hWSW,0.9 mm,42%,10%,1013 mb
1/1/2018,17/09/2074,17 °c,4 °c,8 km/hWNW,2.7 mm,59%,11%,1011 mb
1/1/2019,17/09/2075,12 °c,2 °c,6 km/hWSW,9.6 mm,69%,35%,1015 mb
1/1/2020,16/09/2076,23 °c,11 °c,7 km/hSSW,3.6 mm,52%,56%,1015 mb
1/1/2021,17/09/2077,26 °c,12 °c,8 km/hS,0.0 mm,19%,0%,1015 mb
1/1/2022,17/09/2078,25 °c,12 °c,10 km/hWSW,0.0 mm,42%,11%,1015 mb
1/1/2023,17/09/2079,31 °c,15 °c,10 km/hWSW,0.0 mm,27%,2%,1017 mb
2/1/2009,18/09/2065,19 °c,6 °c,9 km/hS,0.0 mm,51%,2%,1014 mb
2/1/2010,18/09/2066,18 °c,8 °c,12 km/hSE,0.0 mm,36%,10%,1013 mb
2/1/2011,18/09/2067,15 °c,4 °c,7 km/hSSE,0.5 mm,48%,42%,1015 mb
2/1/2012,18/09/2068,11 °c,2 °c,7 km/hESE,0.1 mm,48%,3%,1011 mb
2/1/2013,18/09/2069,17 °c,7 °c,7 km/hE,0.0 mm,44%,1%,1020 mb
2/1/2014,18/09/2070,13 °c,2 °c,6 km/hE,0.0 mm,31%,0%,1018 mb
2/1/2015,18/09/2071,10 °c,2 °c,3 km/hSSW,5.5 mm,55%,38%,1014 mb
2/1/2016,18/09/2072,16 °c,6 °c,5 km/hSSW,5.4 mm,48%,18%,1019 mb
2/1/2017,18/09/2073,14 °c,2 °c,4 km/hWSW,0.9 mm,42%,10%,1013 mb
2/1/2018,18/09/2074,17 °c,4 °c,8 km/hWNW,2.7 mm,59%,11%,1011 mb
2/1/2019,18/09/2075,12 °c,2 °c,6 km/hWSW,9.6 mm,69%,35%,1015 mb
2/1/2020,17/09/2076,23 °c,11 °c,7 km/hSSW,3.6 mm,52%,56%,1015 mb
2/1/2021,18/09/2077,26 °c,12 °c,8 km/hS,0.0 mm,19%,0%,1015 mb
2/1/2022,18/09/2078,25 °c,12 °c,10 km/hWSW,0.0 mm,42%,11%,1015 mb
2/1/2023,18/09/2079,31 °c,15 °c,10 km/hWSW,0.0 mm,27%,2%,1017 mb
3/1/2009,19/09/2065,19 °c,6 °c,9 km/hS,0.0 mm,51%,2%,1014 mb
3/1/2010,19/09/2066,18 °c,8 °c,12 km/hSE,0.0 mm,36%,10%,1013 mb
3/1/2011,19/09/2067,15 °c,4 °c,7 km/hSSE,0.5 mm,48%,42%,1015 mb
3/1/2012,19/09/2068,11 °c,2 °c,7 km/hESE,0.1 mm,48%,3%,1011 mb
3/1/2013,19/09/2069,17 °c,7 °c,7 km/hE,0.0 mm,44%,1%,1020 mb
3/1/2014,19/09/2070,13 °c,2 °c,6 km/hE,0.0 mm,31%,0%,1018 mb
3/1/2015,19/09/2071,10 °c,2 °c,3 km/hSSW,5.5 mm,55%,38%,1014 mb
3/1/2016,19/09/2072,16 °c,6 °c,5 km/hSSW,5.4 mm,48%,18%,1019 mb
3/1/2017,19/09/2073,14 °c,2 °c,4 km/hWSW,0.9 mm,42%,10%,1013 mb
3/1/2018,19/09/2074,17 °c,4 °c,8 km/hWNW,2.7 mm,59%,11%,1011 mb
3/1/2019,19/09/2075,12 °c,2 °c,6 km/hWSW,9.6 mm,69%,35%,1015 mb
3/1/2020,18/09/2076,23 °c,11 °c,7 km/hSSW,3.6 mm,52%,56%,1015 mb
3/1/2021,19/09/2077,26 °c,12 °c,8 km/hS,0.0 mm,19%,0%,1015 mb
3/1/2022,19/09/2078,25 °c,12 °c,10 km/hWSW,0.0 mm,42%,11%,1015 mb
3/1/2023,19/09/2079,31 °c,15 °c,10 km/hWSW,0.0 mm,27%,2%,1017 mb
4/1/2009,20/09/2065,19 °c,6 °c,9 km/hS,0.0 mm,51%,2%,1014 mb
4/1/2010,20/09/2066,18 °c,8 °c,12 km/hSE,0.0 mm,36%,10%,1013 mb
4/1/2011,20/09/2067,15 °c,4 °c,7 km/hSSE,0.5 mm,48%,42%,1015 mb
4/1/2012,20/09/2068,11 °c,2 °c,7 km/hESE,0.1 mm,48%,3%,1011 mb
4/1/2013,20/09/2069,17 °c,7 °c,7 km/hE,0.0 mm,44%,1%,1020 mb
4/1/2014,20/09/2070,13 °c,2 °c,6 km/hE,0.0 mm,31%,0%,1018 mb
4/1/2015,20/09/2071,10 °c,2 °c,3 km/hSSW,5.5 mm,55%,38%,1014 mb
4/1/2016,20/09/2072,16 °c,6 °c,5 km/hSSW,5.4 mm,48%,18%,1019 mb
4/1/2017,20/09/2073,14 °c,2 °c,4 km/hWSW,0.9 mm,42%,10%,1013 mb
4/1/2018,20/09/2074,17 °c,4 °c,8 km/hWNW,2.7 mm,59%,11%,1011 mb
4/1/2019,20/09/2075,12 °c,2 °c,6 km/hWSW,9.6 mm,69%,35%,1015 mb
4/1/2020,19/09/2076,23 °c,11 °c,7 km/hSSW,3.6 mm,52%,56%,1015 mb
4/1/2021,20/09/2077,26 °c,12 °c,8 km/hS,0.0 mm,19%,0%,1015 mb
4/1/2022,20/09/2078,25 °c,12 °c,10 km/hWSW,0.0 mm,42%,11%,1015 mb
4/1/2023,20/09/2079,31 °c,15 °c,10 km/hWSW,0.0 mm,27%,2%,1017 mb
5/1/2009,21/09/2065,19 °c,6 °c,9 km/hS,0.0 mm,51%,2%,1014 mb
5/1/2010,21/09/2066,18 °c,8 °c,12 km/hSE,0.0 mm,36%,10%,1013 mb
5/1/2011,21/09/2067,15 °c,4 °c,7 km/hSSE,0.5 mm,48%,42%,1015 mb
5/1/2012,21/09/2068,11 °c,2 °c,7 km/hESE,0.1 mm,48%,3%,1011 mb
5/1/2013,21/09/2069,17 °c,7 °c,7 km/hE,0.0 mm,44%,1%,1020 mb
5/1/2014,21/09/2070,13 °c,2 °c,6 km/hE,0.0 mm,31%,0%,1018 mb
5/1/2015,21/09/2071,10 °c,2 °c,3 km/hSSW,5.5 mm,55%,38%,1014 mb
5/1/2016,21/09/2072,16 °c,6 °c,5 km/hSSW,5.4 mm,48%,18%,1019 mb
5/1/2017,21/09/2073,14 °c,2 °c,4 km/hWSW,0.9 mm,42%,10%,1013 mb
5/1/2018,21/09/2074,17 °c,4 °c,8 km/hWNW,2.7 mm,59%,11%,1011 mb
5/1/2019,21/09/2075,12 °c,2 °c,6 km/hWSW,9.6 mm,69%,35%,1015 mb
5/1/2020,20/09/2076,23 °c,11 °c,7 km/hSSW,3.6 mm,52%,56%,1015 mb
5/1/2021,21/09/2077,26 °c,12 °c,8 km/hS,0.0 mm,19%,0%,1015 mb
5/1/2022,21/09/2078,25 °c,12 °c,10 km/hWSW,0.0 mm,42%,11%,1015 mb
5/1/2023,21/09/2079,31 °c,15 °c,10 km/hWSW,0.0 mm,27%,2%,1017 mb
6/1/2009,22/09/2065,19 °c,6 °c,9 km/hS,0.0 mm,51%,2%,1014 mb
6/1/2010,22/09/2066,18 °c,8 °c,12 km/hSE,0.0 mm,36%,10%,1013 mb
6/1/2011,22/09/2067,15 °c,4 °c,7 km/hSSE,0.5 mm,48%,42%,1015 mb
6/1/2012,22/09/2068,11 °c,2 °c,7 km/hESE,0.1 mm,48%,3%,1011 mb
6/1/2013,22/09/2069,17 °c,7 °c,7 km/hE,0.0 mm,44%,1%,1020 mb
6/1/2014,22/09/2070,13 °c,2 °c,6 km/hE,0.0 mm,31%,0%,1018 mb
6/1/2015,22/09/2071,10 °c,2 °c,3 km/hSSW,5.5 mm,55%,38%,1014 mb
6/1/2016,22/09/2072,16 °c,6 °c,5 km/hSSW,5.4 mm,48%,18%,1019 mb
6/1/2017,22/09/2073,14 °c,2 °c,4 km/hWSW,0.9 mm,42%,10%,1013 mb
6/1/2018,22/09/2074,17 °c,4 °c,8 km/hWNW,2.7 mm,59%,11%,1011 mb
6/1/2019,22/09/2075,12 °c,2 °c,6 km/hWSW,9.6 mm,69%,35%,1015 mb
6/1/2020,21/09/2076,23 °c,11 °c,7 km/hSSW,3.6 mm,52%,56%,1015 mb
6/1/2021,22/09/2077,26 °c,12 °c,8 km/hS,0.0 mm,19%,0%,1015 mb
6/1/2022,22/09/2078,25 °c,12 °c,10 km/hWSW,0.0 mm,42%,11%,1015 mb
6/1/2023,22/09/2079,31 °c,15 °c,10 km/hWSW,0.0 mm,27%,2%,1017 mb
7/1/2009,23/09/2065,19 °c,6 °c,9 km/hS,0.0 mm,51%,2%,1014 mb
7/1/2010,23/09/2066,18 °c,8 °c,12 km/hSE,0.0 mm,36%,10%,1013 mb
